0.32,0.40,0.28
0.31,0.42,0.27
0.32,0.44,0.23
0.30,0.47,0.24
0.29,0.45,0.26
0.32,0.46,0.22
0.28,0.44,0.28
0.33,0.43,0.24
0.34,0.43,0.23
0.33,0.41,0.27
0.29,0.43,0.28
0.33,0.46,0.22
0.31,0.42,0.28
0.30,0.44,0.26
0.30,0.46,0.23
0.29,0.46,0.25
0.27,0.46,0.27
0.29,0.43,0.28
0.30,0.42,0.29
0.27,0.42,0.30
0.27,0.42,0.31
0.27,0.43,0.30
0.28,0.44,0.29
0.27,0.49,0.24
0.27,0.44,0.29
0.28,0.42,0.30
0.31,0.41,0.28
0.30,0.42,0.28
0.30,0.41,0.29
0.31,0.43,0.27
0.28,0.45,0.27
0.28,0.48,0.24
0.29,0.44,0.27
0.30,0.42,0.28
0.28,0.46,0.26
0.26,0.49,0.25
0.28,0.48,0.24
0.25,0.46,0.28
0.25,0.43,0.32
0.27,0.49,0.24
0.30,0.46,0.24
0.31,0.41,0.28
0.26,0.44,0.30
0.24,0.45,0.31
0.28,0.49,0.23
0.28,0.46,0.25
0.24,0.46,0.29
0.26,0.43,0.31
0.25,0.47,0.28
0.26,0.43,0.31
